fincode,invdate,noshares,percent_aum,schemecode
100800,2026-05-31,10707,0.76,15378
209232,2026-05-31,18000,0.71,15378
190003,2026-05-31,40000,0.70,15378
210072,2026-05-31,990,0.69,15378
100114,2026-05-31,2700,0.66,15378
100086,2026-05-31,27900,0.65,15378
228974,2026-05-31,9630,0.64,15378
100247,2026-05-31,27000,0.63,15378
221790,2026-05-31,2900,0.58,15378
100790,2026-05-31,6660,0.57,15378
200091,2026-05-31,19411,0.56,15378
105283,2026-05-31,4989,0.47,15378
318618,2026-05-31,23400,0.45,15378
132281,2026-05-31,6300,0.45,15378
322541,2026-05-31,38700,0.43,15378
122275,2026-05-31,1350,0.42,15378
208727,2026-05-31,6659,0.41,15378
209867,2026-05-31,27927,0.41,15378
274045,2026-05-31,4900,0.41,15378
131213,2026-05-31,20700,0.41,15378
208238,2026-05-31,3700,0.39,15378
132540,2026-05-31,2700,0.37,15378
106076,2026-05-31,3060,0.34,15378
108869,2026-05-31,630,0.31,15378
111218,2026-05-31,5400,0.31,15378
209550,2026-05-31,9270,0.30,15378
124715,2026-05-31,2700,0.29,15378
132500,2026-05-31,360,0.28,15378
100049,2026-05-31,10800,0.27,15378
100164,2026-05-31,4000,0.27,15378
104067,2026-05-31,7200,0.21,15378
217842,2026-05-31,6000,0.21,15378
217126,2026-05-31,8100,0.06,15378
226019,2026-05-31,8100,0.06,15378
324997,2026-05-31,8100,0.06,15378
324996,2026-05-31,8100,0.06,15378
102742,2026-05-31,2351392,0.06,21522
100510,2026-05-31,28200,7.64,24807
132174,2026-05-31,85200,7.11,24807
100325,2026-05-31,66500,5.84,24807
100180,2026-05-31,43800,2.17,24807
100112,2026-05-31,19500,1.25,24807
132215,2026-05-31,13000,1.11,24807
132454,2026-05-31,8000,0.97,24807
132500,2026-05-31,1000,0.87,24807
100209,2026-05-31,10000,0.77,24807
132540,2026-05-31,5000,0.75,24807
217379,2026-05-31,6000,0.71,24807
132349,2026-05-31,10000,0.61,24807
211385,2026-05-31,5000,0.61,24807
132898,2026-05-31,30000,0.58,24807
132210,2026-05-31,30000,0.51,24807
100875,2026-05-31,25000,0.48,24807
120113,2026-05-31,15000,0.47,24807
100257,2026-05-31,3000,0.45,24807
218763,2026-05-31,4000,0.43,24807
249927,2026-05-31,15384,0.41,24807
102355,2026-05-31,2500,0.37,24807
212427,2026-05-31,1000,0.37,24807
106285,2026-05-31,1100,0.33,24807
104067,2026-05-31,10000,0.33,24807
132689,2026-05-31,5000,0.32,24807
208264,2026-05-31,30000,0.31,24807
100104,2026-05-31,10000,0.26,24807
122287,2026-05-31,3000,0.26,24807
132757,2026-05-31,400,0.25,24807
224849,2026-05-31,5000,0.24,24807
100260,2026-05-31,4000,0.23,24807
117385,2026-05-31,4921,0.23,24807
221083,2026-05-31,60000,0.22,24807
100472,2026-05-31,2000,0.22,24807
100168,2026-05-31,4000,0.20,24807
123301,2026-05-31,1000,0.17,24807
132432,2026-05-31,2000,0.17,24807
109820,2026-05-31,15000,0.16,24807
293664,2026-05-31,1300,0.16,24807
213800,2026-05-31,10050,0.07,24807
322541,2026-05-31,200000,2.48,1458
132174,2026-05-31,27000,2.28,1458
100469,2026-05-31,90000,1.75,1458
122275,2026-05-31,4000,1.38,1458
117569,2026-05-31,3132,1.11,1458
100093,2026-05-31,15000,0.92,1458
100049,2026-05-31,30000,0.83,1458
210590,2026-05-31,2000,0.70,1458
100510,2026-05-31,2500,0.68,1458
320028,2026-05-31,2500,0.65,1458
100550,2026-05-31,2500,0.65,1458
111243,2026-05-31,5800,0.60,1458
123025,2026-05-31,4400,0.44,1458
223187,2026-05-31,2000,0.42,1458
283206,2026-05-31,7500,0.27,1458
294320,2026-05-31,3000,0.16,1458
100251,2026-05-31,400,0.11,1458
100209,2026-05-31,1230,0.10,1458
190071,2026-05-31,282,0.08,1458
132667,2026-05-31,15000,0.06,1458
100180,2026-05-31,672,0.03,1458
223658,2026-05-31,348,0.03,1458
100002,2026-05-31,44,0.02,1458
229218,2026-05-31,456,0.01,1458
100180,2026-05-31,27982,1.44,30401
132174,2026-05-31,13200,1.14,30401
100325,2026-05-31,11550,1.05,30401
100510,2026-05-31,3072,0.86,30401
100112,2026-05-31,11249,0.75,30401
132500,2026-05-31,775,0.70,30401
132215,2026-05-31,6975,0.62,30401
132538,2026-05-31,710,0.56,30401
100209,2026-05-31,6885,0.55,30401
100440,2026-05-31,7000,0.54,30401
100247,2026-05-31,20500,0.54,30401
100034,2026-05-31,7100,0.44,30401
320350,2026-05-31,50932,0.42,30401
122113,2026-05-31,1640,0.41,30401
226611,2026-05-31,44000,0.39,30401
105790,2026-05-31,1300,0.37,30401
200515,2026-05-31,360,0.36,30401
100820,2026-05-31,1950,0.36,30401
132343,2026-05-31,1500,0.35,30401
100411,2026-05-31,1000,0.34,30401
100331,2026-05-31,3000,0.31,30401
117174,2026-05-31,125,0.31,30401
106076,2026-05-31,2352,0.30,30401
100850,2026-05-31,6600,0.30,30401
205198,2026-05-31,2400,0.30,30401
132504,2026-05-31,600,0.30,30401
214179,2026-05-31,6750,0.28,30401
215477,2026-05-31,1500,0.28,30401
220018,2026-05-31,2270,0.27,30401
132488,2026-05-31,580,0.27,30401
132779,2026-05-31,2650,0.26,30401
215367,2026-05-31,8100,0.24,30401
132827,2026-05-31,90,0.24,30401
100002,2026-05-31,468,0.23,30401
132868,2026-05-31,5700,0.23,30401
100038,2026-05-31,6400,0.23,30401
268618,2026-05-31,950,0.22,30401
109480,2026-05-31,6500,0.22,30401
216156,2026-05-31,800,0.22,30401
100575,2026-05-31,2600,0.22,30401
208238,2026-05-31,1830,0.22,30401
222055,2026-05-31,720,0.22,30401
218756,2026-05-31,4600,0.21,30401
210258,2026-05-31,6000,0.21,30401
302988,2026-05-31,11440,0.21,30401
100233,2026-05-31,2550,0.19,30401
317832,2026-05-31,42164,0.18,30401
113519,2026-05-31,2670,0.17,30401
113375,2026-05-31,2000,0.14,30401
100133,2026-05-31,300,0.13,30401
112599,2026-05-31,14610,3.00,47962
132921,2026-05-31,19759,2.49,47962
100440,2026-05-31,31077,2.45,47962
100570,2026-05-31,85347,2.35,47962
100251,2026-05-31,7892,2.33,47962
100300,2026-05-31,10418,2.27,47962
100820,2026-05-31,11979,2.24,47962
100790,2026-05-31,22448,2.23,47962
200132,2026-05-31,2985,2.18,47962
100510,2026-05-31,7552,2.15,47962
100087,2026-05-31,21781,2.13,47962
100228,2026-05-31,23428,2.09,47962
100800,2026-05-31,25221,2.08,47962
108869,2026-05-31,3583,2.05,47962
100470,2026-05-31,139211,2.02,47962
107685,2026-05-31,140723,2.01,47962
132215,2026-05-31,22269,2.00,47962
100034,2026-05-31,31284,1.99,47962
132538,2026-05-31,2467,1.98,47962
222055,2026-05-31,6399,1.97,47962
132500,2026-05-31,2131,1.95,47962
252306,2026-05-31,111625,1.95,47962
111218,2026-05-31,29394,1.95,47962
100247,2026-05-31,72400,1.94,47962
205198,2026-05-31,15583,1.94,47962
100114,2026-05-31,6811,1.94,47962
105200,2026-05-31,3866,1.94,47962
219300,2026-05-31,60077,1.92,47962
132755,2026-05-31,18538,1.92,47962
100124,2026-05-31,21086,1.92,47962
100696,2026-05-31,12739,1.92,47962
132555,2026-05-31,70723,1.91,47962
229365,2026-05-31,114138,1.91,47962
124715,2026-05-31,15149,1.90,47962
132454,2026-05-31,14738,1.88,47962
100520,2026-05-31,8762,1.86,47962
132174,2026-05-31,21228,1.86,47962
211385,2026-05-31,14466,1.85,47962
218071,2026-05-31,27404,1.85,47962
100049,2026-05-31,64085,1.84,47962
100312,2026-05-31,99086,1.84,47962
217389,2026-05-31,44046,1.83,47962
100875,2026-05-31,91193,1.83,47962
100180,2026-05-31,34723,1.81,47962
132898,2026-05-31,88829,1.80,47962
132540,2026-05-31,11072,1.75,47962
100325,2026-05-31,18813,1.74,47962
100112,2026-05-31,25766,1.74,47962
100209,2026-05-31,20778,1.69,47962
132281,2026-05-31,19340,1.60,47962
323597,2026-05-31,2500,0.00,17166
132174,2026-05-31,30000,2.68,17166
100112,2026-05-31,30000,2.05,17166
100325,2026-05-31,18000,1.69,17166
100180,2026-05-31,30000,1.59,17166
100510,2026-05-31,4750,1.37,17166
132555,2026-05-31,47500,1.31,17166
132215,2026-05-31,13000,1.19,17166
117334,2026-05-31,96000,0.99,17166
100520,2026-05-31,4000,0.87,17166
100480,2026-05-31,2000,0.84,17166
252306,2026-05-31,43000,0.77,17166
100209,2026-05-31,9191,0.76,17166
210072,2026-05-31,750,0.61,17166
132540,2026-05-31,3000,0.48,17166
211385,2026-05-31,3500,0.45,17166
208745,2026-05-31,13931,0.42,17166
280713,2026-05-31,20000,0.40,17166
269404,2026-05-31,1200,0.27,17166
124715,2026-05-31,2000,0.26,17166
223187,2026-05-31,1123,0.25,17166
108869,2026-05-31,300,0.17,17166
208977,2026-05-31,63289,2.51,2748
221790,2026-05-31,7000,1.69,2748
219236,2026-05-31,4400,1.33,2748
131531,2026-05-31,20000,1.30,2748
108486,2026-05-31,2300,1.24,2748
216719,2026-05-31,37000,1.08,2748
112599,2026-05-31,5000,1.06,2748
100125,2026-05-31,19000,1.03,2748
132889,2026-05-31,14000,0.97,2748
109557,2026-05-31,20000,0.95,2748
214179,2026-05-31,21000,0.92,2748
113519,2026-05-31,13000,0.87,2748
311742,2026-05-31,5500,0.87,2748
100840,2026-05-31,33000,0.70,2748
114167,2026-05-31,7000,0.47,2748
221217,2026-05-31,13000,0.44,2748
130517,2026-05-31,14495,0.36,2748
272059,2026-05-31,103000,0.00,2748
207901,2026-05-31,20295,7.28,49586
208766,2026-05-31,18946,4.84,49586
100480,2026-05-31,8444,4.29,49586
100182,2026-05-31,8970,3.80,49586
122275,2026-05-31,7036,3.13,49586
100469,2026-05-31,125372,3.13,49586
286335,2026-05-31,34710,2.96,49586
221790,2026-05-31,9367,2.71,49586
208280,2026-05-31,11118,2.57,49586
132667,2026-05-31,472629,2.33,49586
296765,2026-05-31,626,2.08,49586
210590,2026-05-31,4456,2.00,49586
220350,2026-05-31,77820,1.93,49586
211337,2026-05-31,2345,1.92,49586
132234,2026-05-31,49199,1.81,49586
210072,2026-05-31,1812,1.81,49586
131642,2026-05-31,24454,1.74,49586
132814,2026-05-31,23193,1.67,49586
100257,2026-05-31,8427,1.65,49586
209967,2026-05-31,42644,1.63,49586
132541,2026-05-31,12413,1.53,49586
132296,2026-05-31,7575,1.49,49586
132497,2026-05-31,4571,1.39,49586
100830,2026-05-31,7288,1.30,49586
226156,2026-05-31,4186,1.25,49586
132210,2026-05-31,51063,1.13,49586
212427,2026-05-31,2323,1.10,49586
124804,2026-05-31,8479,1.05,49586
131213,2026-05-31,36964,1.04,49586
207950,2026-05-31,9231,0.99,49586
117569,2026-05-31,2171,0.99,49586
190059,2026-05-31,6158,0.97,49586
228974,2026-05-31,10074,0.96,49586
126371,2026-05-31,123996,0.94,49586
210036,2026-05-31,13485,0.92,49586
100290,2026-05-31,86,0.92,49586
209078,2026-05-31,9200,0.88,49586
113599,2026-05-31,18368,0.86,49586
132827,2026-05-31,259,0.86,49586
209902,2026-05-31,27155,0.79,49586
132539,2026-05-31,8221,0.78,49586
126299,2026-05-31,3918,0.77,49586
106395,2026-05-31,4979,0.75,49586
100033,2026-05-31,436,0.73,49586
132466,2026-05-31,823,0.71,49586
124558,2026-05-31,458,0.68,49586
132259,2026-05-31,581,0.66,49586
100067,2026-05-31,4673,0.64,49586
218533,2026-05-31,3851,0.63,49586
123642,2026-05-31,2365,0.57,49586
100620,2026-05-31,4576,0.56,49586
132144,2026-05-31,4602,0.55,49586
218763,2026-05-31,3909,0.54,49586
305013,2026-05-31,160391,0.54,49586
132805,2026-05-31,27731,0.54,49586
132525,2026-05-31,78236,0.54,49586
225051,2026-05-31,9664,0.52,49586
117271,2026-05-31,7084,0.50,49586
132892,2026-05-31,6407,0.49,49586
222554,2026-05-31,1366,0.48,49586
117146,2026-05-31,10173,0.45,49586
224623,2026-05-31,38541,0.43,49586
100408,2026-05-31,1132,0.42,49586
100184,2026-05-31,7996,0.42,49586
208196,2026-05-31,1659,0.38,49586
294320,2026-05-31,5697,0.38,49586
100870,2026-05-31,23950,0.38,49586
132514,2026-05-31,24634,0.34,49586
200017,2026-05-31,2619,0.34,49586
100163,2026-05-31,1704,0.34,49586
132734,2026-05-31,13220,0.33,49586
132889,2026-05-31,3867,0.32,49586
226076,2026-05-31,4994,0.32,49586
100495,2026-05-31,1280,0.32,49586
219691,2026-05-31,2453,0.31,49586
229238,2026-05-31,2443,0.31,49586
132181,2026-05-31,5253,0.30,49586
212705,2026-05-31,2889,0.30,49586
111196,2026-05-31,4163,0.30,49586
106820,2026-05-31,393,0.29,49586
235955,2026-05-31,3184,0.29,49586
113023,2026-05-31,5599,0.29,49586
209979,2026-05-31,3094,0.28,49586
221842,2026-05-31,2469,0.28,49586
107815,2026-05-31,397,0.28,49586
131358,2026-05-31,4679,0.27,49586
268618,2026-05-31,911,0.27,49586
271581,2026-05-31,4119,0.26,49586
290269,2026-05-31,1453,0.25,49586
100878,2026-05-31,809,0.23,49586
208661,2026-05-31,2186,0.21,49586
209344,2026-05-31,4478,0.19,49586
104067,2026-05-31,4285,0.18,49586
132783,2026-05-31,4868,0.17,49586
100710,2026-05-31,605,0.16,49586
100241,2026-05-31,946,0.13,49586
281585,2026-05-31,4849,0.11,49586
232592,2026-05-31,3652,0.10,49586
213672,2026-05-31,2326,0.09,49586
209492,2026-05-31,942,0.08,49586
100114,2026-05-31,5500,2.32,8465
132343,2026-05-31,6000,2.09,8465
100180,2026-05-31,22000,1.70,8465
132540,2026-05-31,7077,1.66,8465
132539,2026-05-31,12290,1.40,8465
111243,2026-05-31,7214,1.15,8465
100875,2026-05-31,32000,0.95,8465
132500,2026-05-31,500,0.68,8465
100510,2026-05-31,3498,1.57,25668
100520,2026-05-31,4270,1.43,25668
200132,2026-05-31,1139,1.31,25668
207872,2026-05-31,7604,1.25,25668
132755,2026-05-31,7481,1.22,25668
100247,2026-05-31,28150,1.19,25668
100114,2026-05-31,2500,1.12,25668
117334,2026-05-31,68219,1.09,25668
132286,2026-05-31,8000,1.06,25668
267615,2026-05-31,7110,1.05,25668
100800,2026-05-31,7500,0.97,25668
100180,2026-05-31,11740,0.96,25668
222055,2026-05-31,1920,0.93,25668
100680,2026-05-31,1746,0.88,25668
100470,2026-05-31,35132,0.80,25668
100710,2026-05-31,2130,0.74,25668
132497,2026-05-31,1726,0.67,25668
219494,2026-05-31,1360,0.64,25668
100295,2026-05-31,16560,0.64,25668
132508,2026-05-31,8490,0.64,25668
100825,2026-05-31,775,0.44,25668
324996,2026-05-31,16560,0.22,25668
324997,2026-05-31,16560,0.22,25668
217126,2026-05-31,16560,0.22,25668
226019,2026-05-31,16560,0.22,25668
100209,2026-05-31,50335,7.13,50389
132540,2026-05-31,14660,4.04,50389
100696,2026-05-31,12740,3.35,50389
124715,2026-05-31,15201,3.34,50389
100440,2026-05-31,20780,2.86,50389
132538,2026-05-31,1700,2.38,50389
132281,2026-05-31,15150,2.19,50389
100820,2026-05-31,6491,2.11,50389
100312,2026-05-31,55768,1.80,50389
100790,2026-05-31,10293,1.78,50389
132755,2026-05-31,9114,1.65,50389
100251,2026-05-31,3185,1.64,50389
100570,2026-05-31,30067,1.44,50389
100124,2026-05-31,8749,1.39,50389
100480,2026-05-31,1939,1.39,50389
100087,2026-05-31,8077,1.38,50389
100800,2026-05-31,9348,1.34,50389
218071,2026-05-31,10682,1.26,50389
132667,2026-05-31,174261,1.21,50389
117334,2026-05-31,63537,1.13,50389
122275,2026-05-31,1779,1.12,50389
100182,2026-05-31,1864,1.11,50389
100093,2026-05-31,9850,1.10,50389
100825,2026-05-31,1691,1.07,50389
100103,2026-05-31,20956,1.06,50389
100547,2026-05-31,29096,1.06,50389
223595,2026-05-31,2114,1.05,50389
209967,2026-05-31,18582,1.00,50389
210590,2026-05-31,1562,0.99,50389
100257,2026-05-31,3482,0.96,50389
211337,2026-05-31,758,0.88,50389
132541,2026-05-31,4995,0.87,50389
296765,2026-05-31,183,0.86,50389
132843,2026-05-31,7481,0.85,50389
210072,2026-05-31,592,0.83,50389
100420,2026-05-31,1502,0.81,50389
100331,2026-05-31,4453,0.81,50389
132286,2026-05-31,5317,0.78,50389
132155,2026-05-31,38725,0.78,50389
131642,2026-05-31,7598,0.76,50389
132424,2026-05-31,5775,0.72,50389
124804,2026-05-31,4013,0.70,50389
103806,2026-05-31,2084,0.69,50389
132234,2026-05-31,12874,0.67,50389
216156,2026-05-31,1332,0.66,50389
293862,2026-05-31,19700,0.62,50389
320028,2026-05-31,1270,0.60,50389
132296,2026-05-31,2162,0.60,50389
269404,2026-05-31,1534,0.59,50389
190059,2026-05-31,2611,0.58,50389
117569,2026-05-31,886,0.57,50389
212427,2026-05-31,840,0.56,50389
126299,2026-05-31,1900,0.53,50389
117354,2026-05-31,3621,0.52,50389
100113,2026-05-31,20755,0.52,50389
100575,2026-05-31,3271,0.50,50389
208361,2026-05-31,2047,0.48,50389
100830,2026-05-31,1891,0.47,50389
132779,2026-05-31,2729,0.47,50389
132321,2026-05-31,3591,0.47,50389
219442,2026-05-31,4042,0.46,50389
317635,2026-05-31,30582,0.45,50389
100290,2026-05-31,29,0.44,50389
132827,2026-05-31,91,0.42,50389
109930,2026-05-31,925,0.40,50389
112455,2026-05-31,1810,0.40,50389
132259,2026-05-31,243,0.39,50389
132508,2026-05-31,4590,0.38,50389
228347,2026-05-31,3982,0.38,50389
124494,2026-05-31,1994,0.37,50389
106395,2026-05-31,1697,0.36,50389
100067,2026-05-31,1862,0.36,50389
132522,2026-05-31,10758,0.36,50389
132539,2026-05-31,2608,0.35,50389
132830,2026-05-31,1757,0.34,50389
100411,2026-05-31,556,0.34,50389
221033,2026-05-31,3635,0.32,50389
100183,2026-05-31,14701,0.32,50389
280713,2026-05-31,9223,0.32,50389
132144,2026-05-31,1881,0.32,50389
106943,2026-05-31,1175,0.31,50389
102355,2026-05-31,1153,0.31,50389
113599,2026-05-31,4711,0.31,50389
100086,2026-05-31,6532,0.31,50389
132300,2026-05-31,1186,0.29,50389
105790,2026-05-31,578,0.29,50389
225154,2026-05-31,313,0.29,50389
232793,2026-05-31,745,0.28,50389
209147,2026-05-31,1975,0.28,50389
100368,2026-05-31,4971,0.28,50389
295872,2026-05-31,605,0.27,50389
123457,2026-05-31,302,0.27,50389
122287,2026-05-31,1630,0.26,50389
124558,2026-05-31,124,0.26,50389
109480,2026-05-31,4089,0.25,50389
100184,2026-05-31,3370,0.25,50389
293380,2026-05-31,1144,0.24,50389
209037,2026-05-31,8150,0.24,50389
132805,2026-05-31,8530,0.23,50389
122113,2026-05-31,515,0.23,50389
100877,2026-05-31,4644,0.22,50389
294320,2026-05-31,2353,0.22,50389
122074,2026-05-31,3092,0.22,50389
132331,2026-05-31,605,0.22,50389
209420,2026-05-31,2466,0.21,50389
113375,2026-05-31,1658,0.21,50389
100770,2026-05-31,2246,0.21,50389
106401,2026-05-31,985,0.20,50389
132514,2026-05-31,10070,0.20,50389
132482,2026-05-31,2083,0.20,50389
100027,2026-05-31,228,0.19,50389
100008,2026-05-31,1758,0.19,50389
208801,2026-05-31,14865,0.18,50389
279664,2026-05-31,1215,0.18,50389
305013,2026-05-31,36498,0.17,50389
100092,2026-05-31,350,0.17,50389
215477,2026-05-31,506,0.17,50389
268618,2026-05-31,396,0.17,50389
315904,2026-05-31,33058,0.17,50389
123395,2026-05-31,41,0.16,50389
100033,2026-05-31,69,0.16,50389
117146,2026-05-31,2615,0.16,50389
221809,2026-05-31,13843,0.16,50389
100233,2026-05-31,1189,0.16,50389
100870,2026-05-31,6933,0.15,50389
100144,2026-05-31,1087,0.15,50389
209373,2026-05-31,2724,0.15,50389
304549,2026-05-31,1104,0.15,50389
132809,2026-05-31,4561,0.15,50389
113023,2026-05-31,1992,0.14,50389
130019,2026-05-31,1156,0.14,50389
131162,2026-05-31,2828,0.14,50389
115055,2026-05-31,2191,0.14,50389
222264,2026-05-31,2308,0.14,50389
310018,2026-05-31,238,0.14,50389
132175,2026-05-31,1216,0.13,50389
132129,2026-05-31,2129,0.13,50389
132734,2026-05-31,3520,0.12,50389
297629,2026-05-31,2336,0.12,50389
100085,2026-05-31,2158,0.12,50389
105714,2026-05-31,910,0.12,50389
267465,2026-05-31,1008,0.12,50389
100878,2026-05-31,301,0.12,50389
209024,2026-05-31,471,0.12,50389
200115,2026-05-31,1150,0.12,50389
107815,2026-05-31,117,0.11,50389
132714,2026-05-31,1862,0.11,50389
132784,2026-05-31,639,0.11,50389
100238,2026-05-31,1094,0.11,50389
208661,2026-05-31,818,0.11,50389
100294,2026-05-31,5860,0.11,50389
200017,2026-05-31,588,0.11,50389
109496,2026-05-31,798,0.10,50389
102986,2026-05-31,1460,0.10,50389
208099,2026-05-31,494,0.10,50389
106285,2026-05-31,183,0.10,50389
100378,2026-05-31,3337,0.10,50389
210949,2026-05-31,282,0.10,50389
132756,2026-05-31,1827,0.10,50389
100710,2026-05-31,248,0.10,50389
301578,2026-05-31,1208,0.10,50389
320627,2026-05-31,7760,0.09,50389
132783,2026-05-31,1974,0.09,50389
132400,2026-05-31,2381,0.09,50389
200057,2026-05-31,2216,0.09,50389
132221,2026-05-31,2795,0.09,50389
308021,2026-05-31,16540,0.09,50389
215690,2026-05-31,454,0.09,50389
100110,2026-05-31,690,0.09,50389
216065,2026-05-31,1224,0.09,50389
294253,2026-05-31,3178,0.09,50389
123598,2026-05-31,2428,0.09,50389
131335,2026-05-31,1382,0.09,50389
132439,2026-05-31,587,0.08,50389
109631,2026-05-31,1197,0.08,50389
103310,2026-05-31,2003,0.08,50389
321331,2026-05-31,1110,0.08,50389
105700,2026-05-31,1261,0.08,50389
114162,2026-05-31,4561,0.08,50389
100043,2026-05-31,916,0.07,50389
209232,2026-05-31,941,0.07,50389
304682,2026-05-31,490,0.07,50389
100405,2026-05-31,904,0.07,50389
220674,2026-05-31,1950,0.07,50389
311742,2026-05-31,259,0.07,50389
132762,2026-05-31,591,0.06,50389
216147,2026-05-31,1439,0.06,50389
210039,2026-05-31,475,0.06,50389
200019,2026-05-31,1538,0.06,50389
210591,2026-05-31,6990,0.06,50389
121064,2026-05-31,17933,0.05,50389
255331,2026-05-31,239,0.05,50389
123610,2026-05-31,1380,0.05,50389
126612,2026-05-31,85,0.05,50389
209038,2026-05-31,1255,0.05,50389
101425,2026-05-31,248,0.05,50389
232353,2026-05-31,871,0.04,50389
132726,2026-05-31,435,0.04,50389
307329,2026-05-31,504,0.03,50389
100112,2026-05-31,32070,4.22,49366
132174,2026-05-31,24522,4.20,49366
100790,2026-05-31,21575,4.18,49366
211385,2026-05-31,16160,4.03,49366
105200,2026-05-31,3981,3.90,49366
100180,2026-05-31,36780,3.74,49366
100114,2026-05-31,6637,3.69,49366
100820,2026-05-31,10032,3.66,49366
108869,2026-05-31,3247,3.62,49366
132500,2026-05-31,1988,3.56,49366
100469,2026-05-31,89382,3.52,49366
100825,2026-05-31,4896,3.48,49366
100800,2026-05-31,21566,3.47,49366
132454,2026-05-31,13546,3.38,49366
100420,2026-05-31,5577,3.36,49366
100331,2026-05-31,16560,3.35,49366
100034,2026-05-31,26867,3.33,49366
124715,2026-05-31,13506,3.31,49366
100325,2026-05-31,18318,3.30,49366
100271,2026-05-31,14058,3.21,49366
131642,2026-05-31,28187,3.16,49366
132343,2026-05-31,6742,3.09,49366
100300,2026-05-31,7190,3.06,49366
100124,2026-05-31,16954,3.01,49366
132538,2026-05-31,1819,2.85,49366
205198,2026-05-31,11505,2.80,49366
100247,2026-05-31,53407,2.80,49366
217389,2026-05-31,34228,2.78,49366
100387,2026-05-31,713,2.46,49366
225051,2026-05-31,15984,1.36,49366
207901,2026-05-31,7113,4.21,49368
208766,2026-05-31,4441,1.87,49368
100469,2026-05-31,42846,1.77,49368
132667,2026-05-31,211282,1.72,49368
122275,2026-05-31,2157,1.58,49368
100182,2026-05-31,2259,1.58,49368
100103,2026-05-31,25409,1.51,49368
132187,2026-05-31,11463,1.50,49368
254493,2026-05-31,5931,1.44,49368
209967,2026-05-31,22530,1.42,49368
210590,2026-05-31,1894,1.40,49368
286335,2026-05-31,9845,1.38,49368
100257,2026-05-31,4222,1.37,49368
271867,2026-05-31,6772,1.32,49368
100493,2026-05-31,4640,1.30,49368
211337,2026-05-31,919,1.24,49368
132541,2026-05-31,6056,1.23,49368
296765,2026-05-31,221,1.21,49368
132843,2026-05-31,9071,1.20,49368
210072,2026-05-31,718,1.18,49368
278580,2026-05-31,115306,1.17,49368
208883,2026-05-31,7320,1.17,49368
100477,2026-05-31,49802,1.10,49368
100271,2026-05-31,4617,1.10,49368
131642,2026-05-31,9212,1.08,49368
217379,2026-05-31,4222,1.08,49368
132648,2026-05-31,305669,1.01,49368
124804,2026-05-31,4866,0.99,49368
103806,2026-05-31,2527,0.98,49368
132822,2026-05-31,480580,0.96,49368
132234,2026-05-31,15609,0.95,49368
132777,2026-05-31,6651,0.94,49368
100104,2026-05-31,16715,0.94,49368
112070,2026-05-31,9762,0.90,49368
302988,2026-05-31,23802,0.89,49368
132754,2026-05-31,62110,0.89,49368
293862,2026-05-31,23885,0.88,49368
132296,2026-05-31,2621,0.85,49368
269404,2026-05-31,1860,0.83,49368
190059,2026-05-31,3166,0.83,49368
103100,2026-05-31,3248,0.82,49368
117569,2026-05-31,1074,0.81,49368
212427,2026-05-31,1019,0.80,49368
208461,2026-05-31,9382,0.80,49368
132523,2026-05-31,12423,0.76,49368
126371,2026-05-31,60163,0.76,49368
221877,2026-05-31,1668,0.75,49368
126299,2026-05-31,2303,0.75,49368
242461,2026-05-31,14351,0.74,49368
117354,2026-05-31,4390,0.74,49368
100113,2026-05-31,25164,0.73,49368
132814,2026-05-31,6151,0.73,49368
190071,2026-05-31,1199,0.72,49368
228974,2026-05-31,4523,0.71,49368
100575,2026-05-31,3966,0.70,49368
132497,2026-05-31,1363,0.68,49368
100830,2026-05-31,2292,0.67,49368
132779,2026-05-31,3309,0.67,49368
211840,2026-05-31,1969,0.67,49368
208238,2026-05-31,2590,0.65,49368
100096,2026-05-31,10278,0.65,49368
200091,2026-05-31,9494,0.64,49368
317635,2026-05-31,37079,0.64,49368
216369,2026-05-31,55065,0.62,49368
100290,2026-05-31,35,0.62,49368
220350,2026-05-31,14830,0.61,49368
132827,2026-05-31,110,0.60,49368
132466,2026-05-31,415,0.59,49368
213838,2026-05-31,2936,0.57,49368
100483,2026-05-31,2044,0.57,49368
109930,2026-05-31,1121,0.57,49368
112455,2026-05-31,2194,0.56,49368
123642,2026-05-31,1410,0.56,49368
132259,2026-05-31,294,0.55,49368
132508,2026-05-31,5565,0.54,49368
132644,2026-05-31,728,0.54,49368
228347,2026-05-31,4829,0.53,49368
124494,2026-05-31,2417,0.53,49368
106395,2026-05-31,2058,0.51,49368
100067,2026-05-31,2258,0.51,49368
132522,2026-05-31,13044,0.50,49368
220018,2026-05-31,2049,0.50,49368
132720,2026-05-31,11517,0.50,49368
132539,2026-05-31,3162,0.50,49368
210258,2026-05-31,6859,0.49,49368
209078,2026-05-31,3100,0.49,49368
132830,2026-05-31,2131,0.48,49368
100411,2026-05-31,674,0.48,49368
225051,2026-05-31,5218,0.46,49368
217376,2026-05-31,7728,0.45,49368
102355,2026-05-31,1398,0.44,49368
100086,2026-05-31,7919,0.44,49368
132683,2026-05-31,676,0.43,49368
318678,2026-05-31,19503,0.43,49368
132149,2026-05-31,21152,0.42,49368
215367,2026-05-31,6814,0.42,49368
105790,2026-05-31,700,0.41,49368
132525,2026-05-31,35442,0.40,49368
100253,2026-05-31,5233,0.40,49368
131344,2026-05-31,6009,0.40,49368
100368,2026-05-31,6027,0.39,49368
