fincode,invdate,noshares,percent_aum,schemecode
200091,2026-05-31,650000,0.84,3454
223430,2026-05-31,710000,0.78,3454
294320,2026-05-31,349550,0.73,3454
100459,2026-05-31,24700,0.64,3454
290269,2026-05-31,113164,0.62,3454
315602,2026-05-31,42113,0.52,3454
100472,2026-05-31,117500,0.52,3454
226019,2026-05-31,675000,0.22,3454
324996,2026-05-31,675000,0.22,3454
217126,2026-05-31,675000,0.22,3454
324997,2026-05-31,675000,0.22,3454
100180,2026-05-31,3725000,8.16,3462
132174,2026-05-31,1750000,6.47,3462
132454,2026-05-31,800000,4.30,3462
100247,2026-05-31,3500000,3.96,3462
132215,2026-05-31,1025000,3.88,3462
100325,2026-05-31,725000,2.82,3462
100209,2026-05-31,800000,2.73,3462
100034,2026-05-31,1000000,2.67,3462
100470,2026-05-31,3900000,2.39,3462
100112,2026-05-31,800000,2.27,3462
100520,2026-05-31,250000,2.24,3462
132500,2026-05-31,50876,1.96,3462
132755,2026-05-31,450000,1.96,3462
103100,2026-05-31,358000,1.86,3462
280713,2026-05-31,2200000,1.82,3462
132541,2026-05-31,425000,1.78,3462
132331,2026-05-31,202819,1.75,3462
221033,2026-05-31,775000,1.66,3462
269404,2026-05-31,175000,1.62,3462
215367,2026-05-31,1200000,1.51,3462
126299,2026-05-31,225000,1.50,3462
217379,2026-05-31,285000,1.50,3462
105200,2026-05-31,70000,1.48,3462
211337,2026-05-31,53000,1.48,3462
132777,2026-05-31,500000,1.46,3462
111243,2026-05-31,300000,1.36,3462
208661,2026-05-31,408504,1.32,3462
209550,2026-05-31,840000,1.30,3462
124715,2026-05-31,240000,1.27,3462
100049,2026-05-31,1050000,1.27,3462
219494,2026-05-31,100000,1.27,3462
200020,2026-05-31,641920,1.23,3462
100800,2026-05-31,350544,1.21,3462
219300,2026-05-31,900000,1.21,3462
215477,2026-05-31,150000,1.20,3462
132898,2026-05-31,1325000,1.13,3462
117334,2026-05-31,2600000,1.11,3462
252306,2026-05-31,1500000,1.11,3462
217389,2026-05-31,625000,1.09,3462
132683,2026-05-31,82500,1.09,3462
223595,2026-05-31,90000,1.07,3462
132555,2026-05-31,925000,1.05,3462
235506,2026-05-31,573000,0.94,3462
117354,2026-05-31,270000,0.93,3462
132443,2026-05-31,56898,0.93,3462
132424,2026-05-31,300000,0.91,3462
100469,2026-05-31,1049882,0.89,3462
100233,2026-05-31,275000,0.87,3462
132134,2026-05-31,1026771,0.81,3462
293862,2026-05-31,1000000,0.76,3462
131162,2026-05-31,620564,0.73,3462
123642,2026-05-31,86987,0.71,3462
100547,2026-05-31,800000,0.70,3462
132162,2026-05-31,625287,0.68,3462
290269,2026-05-31,113517,0.67,3462
293380,2026-05-31,125000,0.64,3462
215584,2026-05-31,215686,0.64,3462
228465,2026-05-31,354644,0.51,3462
200094,2026-05-31,785449,0.47,3462
219300,2026-05-31,1684330,2.31,45338
132898,2026-05-31,2389921,2.08,45338
100875,2026-05-31,2231241,1.91,45338
132522,2026-05-31,2347848,1.90,45338
200055,2026-05-31,939396,0.95,45338
100407,2026-05-31,62212,0.71,45338
209967,2026-05-31,60870,0.08,45338
132541,2026-05-31,115125,0.49,45338
132454,2026-05-31,45600,0.25,45338
100425,2026-05-31,45150,0.06,45338
132174,2026-05-31,372298,1.42,1615
100180,2026-05-31,598808,1.35,1615
132215,2026-05-31,275959,1.08,1615
211385,2026-05-31,175635,0.97,1615
132454,2026-05-31,168072,0.93,1615
100825,2026-05-31,55334,0.87,1615
217379,2026-05-31,154267,0.84,1615
100696,2026-05-31,126104,0.82,1615
132555,2026-05-31,692701,0.81,1615
217389,2026-05-31,433796,0.78,1615
100325,2026-05-31,193161,0.77,1615
100209,2026-05-31,200980,0.71,1615
124715,2026-05-31,123531,0.67,1615
100520,2026-05-31,72809,0.67,1615
322110,2026-05-31,760206,0.63,1615
132500,2026-05-31,14293,0.57,1615
320627,2026-05-31,1457030,0.44,1615
132424,2026-05-31,129361,0.40,1615
112070,2026-05-31,206141,0.40,1615
132689,2026-05-31,137411,0.40,1615
213046,2026-05-31,403710,0.40,1615
229238,2026-05-31,79457,0.35,1615
294320,2026-05-31,147323,0.34,1615
214179,2026-05-31,182179,0.34,1615
235355,2026-05-31,46192,0.31,1615
106355,2026-05-31,470305,0.31,1615
208361,2026-05-31,52259,0.30,1615
210258,2026-05-31,198188,0.30,1615
290269,2026-05-31,48300,0.29,1615
132868,2026-05-31,161274,0.29,1615
113375,2026-05-31,87065,0.27,1615
218761,2026-05-31,121760,0.26,1615
200054,2026-05-31,255965,0.24,1615
229218,2026-05-31,204723,0.23,1615
100570,2026-05-31,188128,0.22,1615
111196,2026-05-31,84855,0.21,1615
100387,2026-05-31,2656,0.20,1615
297629,2026-05-31,147820,0.19,1615
200046,2026-05-31,482044,0.18,1615
126299,2026-05-31,26180,0.18,1615
132541,2026-05-31,40102,0.17,1615
132756,2026-05-31,127463,0.17,1615
209492,2026-05-31,59211,0.17,1615
208412,2026-05-31,93439,0.14,1615
100510,2026-05-31,11480,0.14,1615
209165,2026-05-31,65752,0.13,1615
132777,2026-05-31,39934,0.12,1615
221194,2026-05-31,27780,0.12,1615
304701,2026-05-31,140093,0.11,1615
100690,2026-05-31,166223,0.08,1615
293665,2026-05-31,53604,0.07,1615
211130,2026-05-31,53437,0.06,1615
301578,2026-05-31,29706,0.06,1615
102090,2026-05-31,98558,0.05,1615
105533,2026-05-31,38893,0.05,1615
200094,2026-05-31,85156,0.05,1615
208190,2026-05-31,9453,0.05,1615
288401,2026-05-31,88054,0.05,1615
107717,2026-05-31,14620,0.05,1615
100031,2026-05-31,41376,0.04,1615
106401,2026-05-31,3564,0.02,1615
100335,2026-05-31,3346,0.01,1615
132174,2026-05-31,500000,1.95,1298
100180,2026-05-31,700000,1.62,1298
100112,2026-05-31,450000,1.35,1298
132215,2026-05-31,326427,1.31,1298
100325,2026-05-31,250000,1.03,1298
100510,2026-05-31,70000,0.89,1298
132555,2026-05-31,600000,0.72,1298
100247,2026-05-31,600000,0.72,1298
124715,2026-05-31,125000,0.70,1298
132454,2026-05-31,120000,0.68,1298
132540,2026-05-31,85000,0.60,1298
100209,2026-05-31,161191,0.58,1298
132898,2026-05-31,600000,0.54,1298
100312,2026-05-31,600000,0.49,1298
100875,2026-05-31,500000,0.45,1298
132281,2026-05-31,120000,0.44,1298
211385,2026-05-31,75000,0.43,1298
100257,2026-05-31,60000,0.42,1298
100182,2026-05-31,25000,0.38,1298
100087,2026-05-31,80000,0.35,1298
200132,2026-05-31,10000,0.33,1298
216369,2026-05-31,1200000,0.29,1298
132810,2026-05-31,220000,0.29,1298
219300,2026-05-31,200000,0.28,1298
209967,2026-05-31,200000,0.27,1298
132477,2026-05-31,500000,0.26,1298
100104,2026-05-31,200000,0.24,1298
100547,2026-05-31,250000,0.23,1298
132162,2026-05-31,158135,0.18,1298
100495,2026-05-31,20000,0.18,1298
100620,2026-05-31,40000,0.18,1298
221083,2026-05-31,1000000,0.17,1298
132756,2026-05-31,120000,0.17,1298
200055,2026-05-31,150000,0.16,1298
100168,2026-05-31,66000,0.15,1298
100180,2026-05-31,7714048,17.90,44435
132174,2026-05-31,3474838,13.61,44435
132215,2026-05-31,2559504,10.26,44435
100247,2026-05-31,8177527,9.79,44435
100112,2026-05-31,3012721,9.06,44435
100469,2026-05-31,7075407,6.37,44435
132187,2026-05-31,1893008,5.39,44435
286335,2026-05-31,1583680,4.86,44435
132134,2026-05-31,5332618,4.46,44435
278580,2026-05-31,19170894,4.26,44435
132483,2026-05-31,9757022,3.98,44435
132648,2026-05-31,50821086,3.67,44435
132461,2026-05-31,9978601,3.30,44435
132477,2026-05-31,5592118,2.93,44435
100180,2026-05-31,2933363,7.33,48102
132174,2026-05-31,1479632,6.24,48102
100325,2026-05-31,1082167,4.80,48102
132454,2026-05-31,568479,3.49,48102
100247,2026-05-31,2286247,2.95,48102
132215,2026-05-31,645356,2.79,48102
100209,2026-05-31,685332,2.67,48102
100112,2026-05-31,794591,2.57,48102
100034,2026-05-31,838093,2.55,48102
100520,2026-05-31,190454,1.95,48102
132500,2026-05-31,41850,1.84,48102
100510,2026-05-31,130006,1.78,48102
252306,2026-05-31,2112532,1.78,48102
100114,2026-05-31,103997,1.42,48102
100470,2026-05-31,1863003,1.30,48102
132540,2026-05-31,165025,1.25,48102
219300,2026-05-31,771122,1.18,48102
100875,2026-05-31,1122515,1.08,48102
216156,2026-05-31,71782,0.98,48102
132555,2026-05-31,747296,0.97,48102
132538,2026-05-31,23498,0.91,48102
126299,2026-05-31,115630,0.88,48102
218763,2026-05-31,153320,0.83,48102
132331,2026-05-31,82947,0.82,48102
100312,2026-05-31,819477,0.73,48102
217389,2026-05-31,365191,0.73,48102
280713,2026-05-31,744161,0.70,48102
211385,2026-05-31,110533,0.68,48102
100820,2026-05-31,74681,0.67,48102
124804,2026-05-31,138436,0.66,48102
132777,2026-05-31,195584,0.65,48102
217379,2026-05-31,99812,0.60,48102
208361,2026-05-31,92778,0.60,48102
105200,2026-05-31,24862,0.60,48102
131344,2026-05-31,375000,0.58,48102
131642,2026-05-31,209314,0.58,48102
100067,2026-05-31,87622,0.47,48102
132921,2026-05-31,75000,0.45,48102
132296,2026-05-31,58703,0.45,48102
200091,2026-05-31,252348,0.40,48102
200132,2026-05-31,10713,0.38,48102
100126,2026-05-31,15271,0.31,48102
223595,2026-05-31,20934,0.28,48102
224880,2026-05-31,407833,0.28,48102
219494,2026-05-31,18500,0.27,48102
107685,2026-05-31,366225,0.25,48102
221033,2026-05-31,99193,0.24,48102
282626,2026-05-31,100909,0.20,48102
322950,2026-05-31,20543,0.15,48102
132343,2026-05-31,10000,0.11,48102
100472,2026-05-31,9448,0.05,48102
222055,2026-05-31,1854,0.03,48102
100547,2026-05-31,2380,0.00,48102
123642,2026-05-31,73,0.00,48102
100295,2026-05-31,264,0.00,48102
324996,2026-05-31,138264,0.06,48102
324997,2026-05-31,138264,0.06,48102
217126,2026-05-31,138264,0.06,48102
226019,2026-05-31,138264,0.06,48102
132555,2026-05-31,921700,1.25,2051
100180,2026-05-31,468000,1.22,2051
100112,2026-05-31,354000,1.19,2051
132500,2026-05-31,23070,1.06,2051
132454,2026-05-31,164334,1.05,2051
132174,2026-05-31,235000,1.03,2051
132215,2026-05-31,212462,0.95,2051
132134,2026-05-31,1000000,0.94,2051
100325,2026-05-31,196400,0.91,2051
100182,2026-05-31,48500,0.83,2051
132755,2026-05-31,124000,0.64,2051
106943,2026-05-31,76281,0.58,2051
132432,2026-05-31,129000,0.57,2051
100825,2026-05-31,30400,0.55,2051
209967,2026-05-31,350000,0.54,2051
218071,2026-05-31,152500,0.51,2051
322541,2026-05-31,780000,0.50,2051
100470,2026-05-31,680000,0.49,2051
132497,2026-05-31,37525,0.46,2051
132488,2026-05-31,18800,0.44,2051
132525,2026-05-31,1515000,0.42,2051
126299,2026-05-31,50773,0.40,2051
132843,2026-05-31,122368,0.40,2051
132814,2026-05-31,133523,0.39,2051
222055,2026-05-31,25000,0.38,2051
124000,2026-05-31,263085,0.35,2051
132548,2026-05-31,126741,0.34,2051
293862,2026-05-31,378639,0.34,2051
100209,2026-05-31,80770,0.33,2051
209078,2026-05-31,85000,0.33,2051
131266,2026-05-31,20284,0.33,2051
132810,2026-05-31,207500,0.31,2051
132538,2026-05-31,7100,0.28,2051
100477,2026-05-31,490000,0.27,2051
223666,2026-05-31,112288,0.23,2051
100875,2026-05-31,220000,0.22,2051
132486,2026-05-31,67372,0.19,2051
217376,2026-05-31,118858,0.17,2051
208364,2026-05-31,11058,0.14,2051
132313,2026-05-31,104768,0.12,2051
208607,2026-05-31,18716,0.10,2051
321331,2026-05-31,46116,0.09,2051
100180,2026-05-31,3328430,9.12,3617
132174,2026-05-31,1771825,8.19,3617
100325,2026-05-31,1089563,5.30,3617
100209,2026-05-31,1107000,4.73,3617
100247,2026-05-31,3204675,4.53,3617
100510,2026-05-31,293515,4.40,3617
132454,2026-05-31,615093,4.14,3617
100034,2026-05-31,1163820,3.89,3617
132215,2026-05-31,550535,2.61,3617
252306,2026-05-31,2770247,2.55,3617
132538,2026-05-31,44016,1.86,3617
132500,2026-05-31,33654,1.63,3617
100800,2026-05-31,333603,1.45,3617
219494,2026-05-31,89483,1.42,3617
100520,2026-05-31,125493,1.41,3617
100820,2026-05-31,139552,1.37,3617
223595,2026-05-31,91739,1.37,3617
100570,2026-05-31,907486,1.32,3617
132540,2026-05-31,157739,1.31,3617
100114,2026-05-31,86146,1.29,3617
132921,2026-05-31,192512,1.28,3617
100112,2026-05-31,357863,1.27,3617
200132,2026-05-31,31951,1.23,3617
216156,2026-05-31,81869,1.22,3617
217389,2026-05-31,552857,1.21,3617
132755,2026-05-31,210418,1.15,3617
100875,2026-05-31,1071823,1.13,3617
219300,2026-05-31,665971,1.12,3617
100312,2026-05-31,1146789,1.12,3617
100470,2026-05-31,1429797,1.09,3617
235506,2026-05-31,505263,1.03,3617
254493,2026-05-31,162926,1.02,3617
132508,2026-05-31,403134,1.02,3617
132777,2026-05-31,248967,0.91,3617
211385,2026-05-31,134737,0.91,3617
132898,2026-05-31,818429,0.87,3617
132187,2026-05-31,258242,0.87,3617
132830,2026-05-31,149461,0.87,3617
100124,2026-05-31,180000,0.86,3617
100257,2026-05-31,103214,0.86,3617
210072,2026-05-31,19334,0.82,3617
132868,2026-05-31,373223,0.81,3617
211840,2026-05-31,90478,0.79,3617
208607,2026-05-31,140000,0.78,3617
100547,2026-05-31,643274,0.71,3617
209550,2026-05-31,354316,0.69,3617
215367,2026-05-31,416415,0.65,3617
207952,2026-05-31,733678,0.64,3617
100403,2026-05-31,189729,0.60,3617
208727,2026-05-31,155296,0.59,3617
208361,2026-05-31,74797,0.53,3617
100251,2026-05-31,33375,0.52,3617
124715,2026-05-31,76362,0.51,3617
132281,2026-05-31,107431,0.47,3617
103806,2026-05-31,46545,0.47,3617
211337,2026-05-31,10570,0.37,3617
208280,2026-05-31,36057,0.35,3617
117334,2026-05-31,571039,0.31,3617
222055,2026-05-31,18843,0.31,3617
102355,2026-05-31,31584,0.26,3617
324996,2026-05-31,237033,0.11,3617
226019,2026-05-31,237033,0.11,3617
324997,2026-05-31,237033,0.11,3617
217126,2026-05-31,237033,0.11,3617
102452,2026-05-31,65806,0.00,3617
132500,2026-05-31,174000,8.52,3634
100790,2026-05-31,1050000,5.57,3634
100696,2026-05-31,660000,5.30,3634
100126,2026-05-31,214559,4.85,3634
132432,2026-05-31,885187,4.19,3634
235355,2026-05-31,424791,3.56,3634
100092,2026-05-31,182074,2.68,3634
100825,2026-05-31,137095,2.66,3634
208361,2026-05-31,349004,2.50,3634
100459,2026-05-31,68254,2.46,3634
100209,2026-05-31,540463,2.34,3634
208607,2026-05-31,400000,2.27,3634
132466,2026-05-31,56593,2.10,3634
100488,2026-05-31,20291,2.03,3634
132540,2026-05-31,220255,1.86,3634
229238,2026-05-31,332947,1.82,3634
100550,2026-05-31,125000,1.79,3634
132756,2026-05-31,1016215,1.69,3634
105790,2026-05-31,109722,1.69,3634
100530,2026-05-31,12062,1.65,3634
100480,2026-05-31,65000,1.43,3634
132504,2026-05-31,53464,1.42,3634
100710,2026-05-31,120364,1.41,3634
207679,2026-05-31,1037821,1.41,3634
124804,2026-05-31,247895,1.32,3634
117334,2026-05-31,2400000,1.30,3634
123395,2026-05-31,10514,1.29,3634
100483,2026-05-31,175000,1.28,3634
106076,2026-05-31,183971,1.26,3634
132541,2026-05-31,225813,1.20,3634
232353,2026-05-31,772598,1.17,3634
267543,2026-05-31,320647,1.16,3634
320028,2026-05-31,78212,1.13,3634
100238,2026-05-31,356037,1.09,3634
100680,2026-05-31,62827,1.08,3634
221554,2026-05-31,2774255,1.04,3634
122113,2026-05-31,75460,1.02,3634
103806,2026-05-31,100000,1.01,3634
102355,2026-05-31,119133,0.98,3634
305013,2026-05-31,6463246,0.94,3634
216156,2026-05-31,60000,0.91,3634
209078,2026-05-31,173635,0.71,3634
221194,2026-05-31,135389,0.70,3634
106820,2026-05-31,21180,0.68,3634
322950,2026-05-31,83425,0.67,3634
297629,2026-05-31,386440,0.62,3634
107815,2026-05-31,19779,0.59,3634
100295,2026-05-31,400000,0.53,3634
100495,2026-05-31,48075,0.51,3634
100472,2026-05-31,81446,0.50,3634
315602,2026-05-31,24994,0.43,3634
126299,2026-05-31,50000,0.42,3634
301912,2026-05-31,84483,0.25,3634
100413,2026-05-31,625166,0.21,3634
324997,2026-05-31,1201441,0.54,3634
226019,2026-05-31,1201441,0.54,3634
324996,2026-05-31,1201441,0.54,3634
217126,2026-05-31,1201441,0.54,3634
132174,2026-05-31,1650000,8.75,45685
100180,2026-05-31,2600000,8.17,45685
100325,2026-05-31,923000,5.15,45685
252306,2026-05-31,4800000,5.08,45685
100510,2026-05-31,268000,4.61,45685
100209,2026-05-31,850000,4.17,45685
132454,2026-05-31,500000,3.86,45685
100034,2026-05-31,1000000,3.83,45685
100470,2026-05-31,4350000,3.82,45685
100247,2026-05-31,2300000,3.73,45685
269404,2026-05-31,255000,3.38,45685
100114,2026-05-31,192000,3.30,45685
132755,2026-05-31,489000,3.06,45685
100520,2026-05-31,225000,2.89,45685
111218,2026-05-31,717000,2.87,45685
100800,2026-05-31,550000,2.74,45685
132331,2026-05-31,210706,2.61,45685
208364,2026-05-31,173000,2.58,45685
103100,2026-05-31,325000,2.43,45685
132500,2026-05-31,40000,2.22,45685
117354,2026-05-31,435000,2.16,45685
254493,2026-05-31,300000,2.16,45685
322918,2026-05-31,1300000,2.08,45685
124804,2026-05-31,344506,2.07,45685
100387,2026-05-31,19000,2.03,45685
209867,2026-05-31,1850000,1.90,45685
132830,2026-05-31,275000,1.83,45685
219494,2026-05-31,98000,1.78,45685
279664,2026-05-31,325000,1.63,45685
249927,2026-05-31,940000,1.59,45685
209867,2026-05-31,3593717,3.99,37338
132488,2026-05-31,110414,3.36,37338
219494,2026-05-31,164844,3.23,37338
100480,2026-05-31,117366,3.15,37338
322918,2026-05-31,1815870,3.14,37338
132343,2026-05-31,204048,3.12,37338
209550,2026-05-31,1189113,2.86,37338
100400,2026-05-31,1454545,2.79,37338
111243,2026-05-31,372104,2.61,37338
117334,2026-05-31,3845346,2.55,37338
100093,2026-05-31,596112,2.49,37338
132810,2026-05-31,1265139,2.47,37338
100825,2026-05-31,102366,2.43,37338
100547,2026-05-31,1760907,2.39,37338
100295,2026-05-31,1476344,2.37,37338
223595,2026-05-31,127921,2.36,37338
100850,2026-05-31,762953,2.28,37338
208280,2026-05-31,177015,2.16,37338
271875,2026-05-31,301419,2.08,37338
130965,2026-05-31,3246288,2.08,37338
132134,2026-05-31,1611932,1.97,37338
289554,2026-05-31,291295,1.96,37338
100420,2026-05-31,90878,1.83,37338
100331,2026-05-31,269471,1.82,37338
100490,2026-05-31,37616,1.78,37338
132286,2026-05-31,321784,1.77,37338
132725,2026-05-31,21165,1.76,37338
132155,2026-05-31,2343660,1.76,37338
132483,2026-05-31,2929330,1.75,37338
200055,2026-05-31,1085234,1.67,37338
132424,2026-05-31,349509,1.64,37338
100002,2026-05-31,45572,1.51,37338
132868,2026-05-31,557366,1.50,37338
216156,2026-05-31,80619,1.49,37338
132432,2026-05-31,256639,1.49,37338
132461,2026-05-31,2995854,1.45,37338
221790,2026-05-31,93177,1.42,37338
320028,2026-05-31,76843,1.36,37338
100550,2026-05-31,76793,1.35,37338
100387,2026-05-31,11621,1.34,37338
132477,2026-05-31,1678910,1.28,37338
100530,2026-05-31,7536,1.26,37338
100188,2026-05-31,376659,1.09,37338
208361,2026-05-31,123888,1.09,37338
100425,2026-05-31,529887,1.08,37338
132321,2026-05-31,217350,1.07,37338
219442,2026-05-31,244631,1.05,37338
217280,2026-05-31,1747702,0.78,37338
219700,2026-05-31,66008,0.74,37338
210850,2026-05-31,375314,0.52,37338
226019,2026-05-31,1598328,0.88,37338
324996,2026-05-31,1598328,0.88,37338
217126,2026-05-31,1598328,0.88,37338
324997,2026-05-31,1598328,0.88,37338
132454,2026-05-31,1555485,13.33,3582
100510,2026-05-31,507169,9.68,3582
100325,2026-05-31,1193810,7.39,3582
132921,2026-05-31,538843,4.55,3582
132555,2026-05-31,2431681,4.41,3582
132538,2026-05-31,78761,4.24,3582
222055,2026-05-31,193715,4.00,3582
100312,2026-05-31,3025981,3.76,3582
132215,2026-05-31,453281,2.73,3582
132667,2026-05-31,8058273,2.15,3582
100480,2026-05-31,75264,2.07,3582
219494,2026-05-31,102200,2.06,3582
132174,2026-05-31,343610,2.02,3582
249927,2026-05-31,951981,1.79,3582
200020,2026-05-31,554010,1.69,3582
200043,2026-05-31,715180,1.68,3582
226076,2026-05-31,421109,1.46,3582
280713,2026-05-31,1087879,1.43,3582
132898,2026-05-31,807659,1.10,3582
218067,2026-05-31,662570,1.06,3582
100387,2026-05-31,8344,0.99,3582
132757,2026-05-31,21613,0.96,3582
100067,2026-05-31,123444,0.92,3582
122205,2026-05-31,532470,0.88,3582
100547,2026-05-31,624947,0.87,3582
123395,2026-05-31,5623,0.86,3582
223658,2026-05-31,139001,0.86,3582
105283,2026-05-31,115552,0.85,3582
251940,2026-05-31,200109,0.84,3582
132522,2026-05-31,663910,0.84,3582
211337,2026-05-31,18862,0.84,3582
322950,2026-05-31,80079,0.81,3582
100493,2026-05-31,86488,0.79,3582
106076,2026-05-31,88133,0.76,3582
100049,2026-05-31,384712,0.74,3582
282626,2026-05-31,265348,0.73,3582
200094,2026-05-31,737902,0.71,3582
208661,2026-05-31,123041,0.63,3582
113097,2026-05-31,171166,0.59,3582
100550,2026-05-31,32571,0.59,3582
131344,2026-05-31,261456,0.57,3582
209867,2026-05-31,477649,0.54,3582
322918,2026-05-31,289532,0.51,3582
200091,2026-05-31,228230,0.51,3582
132725,2026-05-31,5911,0.51,3582
132868,2026-05-31,181126,0.50,3582
269404,2026-05-31,33952,0.50,3582
237831,2026-05-31,374314,0.48,3582
200515,2026-05-31,6595,0.45,3582
200055,2026-05-31,285420,0.45,3582
232353,2026-05-31,198516,0.38,3582
100228,2026-05-31,62000,0.37,3582
208433,2026-05-31,51439,0.36,3582
207778,2026-05-31,606348,0.35,3582
100472,2026-05-31,42285,0.32,3582
113519,2026-05-31,56009,0.25,3582
100233,2026-05-31,46646,0.23,3582
100104,2026-05-31,107865,0.20,3582
277614,2026-05-31,19124,0.12,3582
220018,2026-05-31,12461,0.10,3582
280362,2026-05-31,492985,0.09,3582
283207,2026-05-31,275,0.00,3582
226019,2026-05-31,213949,0.12,3582
324996,2026-05-31,213949,0.12,3582
217126,2026-05-31,213949,0.12,3582
324997,2026-05-31,213949,0.12,3582
100180,2026-05-31,1190000,4.53,49884
100247,2026-05-31,2049998,4.03,49884
132174,2026-05-31,605039,3.89,49884
100209,2026-05-31,425000,2.52,49884
100325,2026-05-31,340000,2.30,49884
100034,2026-05-31,485621,2.25,49884
269404,2026-05-31,125000,2.01,49884
124404,2026-05-31,1500000,1.89,49884
200091,2026-05-31,750000,1.83,49884
132454,2026-05-31,190000,1.78,49884
132683,2026-05-31,72913,1.68,49884
132777,2026-05-31,325000,1.65,49884
124742,2026-05-31,155000,1.60,49884
218756,2026-05-31,469713,1.60,49884
132540,2026-05-31,138301,1.60,49884
100510,2026-05-31,75435,1.57,49884
132538,2026-05-31,26000,1.53,49884
132522,2026-05-31,1100000,1.52,49884
229238,2026-05-31,195621,1.46,49884
210174,2026-05-31,750000,1.46,49884
211385,2026-05-31,154715,1.45,49884
208433,2026-05-31,186482,1.42,49884
100092,2026-05-31,70000,1.41,49884
132508,2026-05-31,394408,1.38,49884
109480,2026-05-31,537687,1.38,49884
132500,2026-05-31,20210,1.36,49884
132689,2026-05-31,275000,1.35,49884
107815,2026-05-31,33000,1.35,49884
290269,2026-05-31,130000,1.34,49884
132215,2026-05-31,195000,1.28,49884
132757,2026-05-31,26417,1.28,49884
223430,2026-05-31,609633,1.27,49884
302921,2026-05-31,116960,1.26,49884
100483,2026-05-31,125000,1.26,49884
267543,2026-05-31,252122,1.25,49884
218763,2026-05-31,150411,1.24,49884
123025,2026-05-31,157927,1.21,49884
100570,2026-05-31,600000,1.21,49884
132898,2026-05-31,805000,1.20,49884
215367,2026-05-31,540000,1.18,49884
219300,2026-05-31,478560,1.12,49884
132331,2026-05-31,73679,1.10,49884
274045,2026-05-31,155000,1.09,49884
132541,2026-05-31,150000,1.09,49884
305013,2026-05-31,5447676,1.09,49884
293862,2026-05-31,800000,1.05,49884
100257,2026-05-31,90000,1.04,49884
210072,2026-05-31,17000,1.00,49884
124804,2026-05-31,137251,1.00,49884
217842,2026-05-31,328575,0.97,49884
132162,2026-05-31,510000,0.96,49884
100470,2026-05-31,851276,0.91,49884
200094,2026-05-31,838711,0.88,49884
208727,2026-05-31,162246,0.85,49884
132432,2026-05-31,129445,0.84,49884
132296,2026-05-31,70000,0.81,49884
100104,2026-05-31,400000,0.81,49884
200055,2026-05-31,460000,0.79,49884
105283,2026-05-31,96926,0.78,49884
123367,2026-05-31,146817,0.78,49884
217376,2026-05-31,360434,0.76,49884
122205,2026-05-31,411491,0.74,49884
132525,2026-05-31,1800000,0.73,49884
224880,2026-05-31,663336,0.70,49884
100620,2026-05-31,95038,0.69,49884
301912,2026-05-31,135000,0.55,49884
233156,2026-05-31,200000,0.53,49884
100877,2026-05-31,248804,0.50,49884
132720,2026-05-31,287180,0.45,49884
100114,2026-05-31,20000,0.42,49884
318597,2026-05-31,299705,0.40,49884
100472,2026-05-31,41559,0.35,49884
100180,2026-05-31,451000,2.05,3631
132174,2026-05-31,190000,1.45,3631
132454,2026-05-31,95000,1.06,3631
132215,2026-05-31,125000,0.98,3631
100247,2026-05-31,400000,0.94,3631
100112,2026-05-31,142500,0.84,3631
100209,2026-05-31,115000,0.81,3631
100520,2026-05-31,40500,0.75,3631
100325,2026-05-31,80000,0.64,3631
132755,2026-05-31,68000,0.61,3631
132500,2026-05-31,7057,0.56,3631
132898,2026-05-31,261000,0.46,3631
126299,2026-05-31,33000,0.46,3631
103100,2026-05-31,42000,0.45,3631
100470,2026-05-31,350000,0.44,3631
105200,2026-05-31,9900,0.43,3631
280713,2026-05-31,250000,0.43,3631
100087,2026-05-31,49133,0.42,3631
132296,2026-05-31,29500,0.41,3631
132187,2026-05-31,70000,0.39,3631
132843,2026-05-31,66840,0.38,3631
124715,2026-05-31,33000,0.36,3631
217379,2026-05-31,33000,0.36,3631
219300,2026-05-31,125000,0.35,3631
132720,2026-05-31,187000,0.35,3631
124372,2026-05-31,64654,0.31,3631
132777,2026-05-31,51000,0.31,3631
100620,2026-05-31,35000,0.30,3631
100469,2026-05-31,170000,0.30,3631
100096,2026-05-31,110000,0.30,3631
235506,2026-05-31,84000,0.28,3631
200020,2026-05-31,71500,0.28,3631
237831,2026-05-31,166843,0.28,3631
132683,2026-05-31,10100,0.28,3631
209550,2026-05-31,84000,0.27,3631
100049,2026-05-31,105000,0.26,3631
269404,2026-05-31,13500,0.26,3631
100233,2026-05-31,39000,0.25,3631
293380,2026-05-31,23000,0.25,3631
217389,2026-05-31,67000,0.24,3631
100312,2026-05-31,150000,0.24,3631
117334,2026-05-31,270000,0.24,3631
132868,2026-05-31,65000,0.23,3631
132162,2026-05-31,103940,0.23,3631
132443,2026-05-31,6829,0.23,3631
132134,2026-05-31,135354,0.22,3631
208661,2026-05-31,32142,0.21,3631
219494,2026-05-31,8000,0.21,3631
132689,2026-05-31,34820,0.20,3631
131162,2026-05-31,81408,0.20,3631
100547,2026-05-31,105000,0.19,3631
123642,2026-05-31,11000,0.19,3631
293862,2026-05-31,115000,0.18,3631
200094,2026-05-31,142305,0.18,3631
303107,2026-05-31,161000,0.18,3631
290269,2026-05-31,12086,0.15,3631
